Polymer_Matrix,Filler_Type,Filler_Ratio_wt%,Matrix_Ratio_wt%,Curing_Temperature_C,Curing_Time_hours,Pressure_MPa,Particle_Size_microns,Density_g_cm3,Tensile_Strength_MPa,Flexural_Strength_MPa,Impact_Strength_J_m,Thermal_Conductivity_W_mK,Glass_Transition_Temp_C,Thermal_Expansion_ppm_C,Electrical_Resistivity_Ohm_m,Dielectric_Constant,Dielectric_Strength_kV_mm
Polyurethane,Bamboo Fibers,29.54464715941209,70.4553528405879,141.3077234210739,2.3649322364128356,5.169721277162881,120.98292984698959,1.4363571772752968,47.42049521093308,81.28040101979967,34.04207283723822,0.27861893168681945,146.77591856141748,30.461985740299486,96231265443.94324,6.300157559563562,28.53573712051881
Phenolic,Bovine Bone Particles,12.092614545022585,87.90738545497742,71.17233213670791,21.73874667497319,9.014138765916972,320.2197140639013,1.2967409163601806,76.68463175146192,129.7980172311584,11.61119278122959,0.2611750991133105,100.8544686573051,40.95257447675965,911864139818.115,6.4927562337863165,46.398859098340196
Phenolic,Coconut Coir,33.449412735711434,66.55058726428857,129.68239457237456,10.190220864358349,9.407321080332006,487.0952800101055,1.4675953018856913,73.22694751169587,129.0346739057596,11.666800939529676,0.22961960974638285,92.58814621061985,38.3218316206636,977672216456.1558,5.170875644724246,30.694845004518655
Epoxy,Bamboo Fibers,31.81663090929477,68.18336909070523,90.05541823267009,14.977158646331965,9.79103929692259,248.503654950133,1.454533047274358,139.3237987926413,224.4856021397624,24.009192278895853,0.2126267560410755,185.9148181577831,46.06366193062572,78928112885020.8,4.425431242320716,37.578617671069765
Phenolic,Bamboo Fibers,38.42770071531545,61.57229928468455,65.23245261053205,23.880111237541502,4.752450688510335,146.9845674804117,1.5074216057225236,87.37657554714828,148.00616047978485,9.554834683078427,0.2531445474678357,182.52410333993885,64.86312643384483,912878861392.9532,7.741895158631743,26.576260663467977
Polyester,Hemp Fibers,19.73457334047361,80.26542665952638,161.30557688715737,22.4603703658383,0.7971196954104847,112.37017163152649,1.3578765867237887,56.594293333834884,129.62265860334318,14.612600482098841,0.15936370310827414,150.6715275236076,41.51880687776983,8356943617620.844,3.8979000698835633,25.335170594662856
Polyurethane,Chitosan Particles,40.46805777392568,59.53194222607432,157.2136073615017,21.07559100876228,9.141081470309066,260.5577754418595,1.5237444621914054,63.69811086717304,104.3740953947043,36.28051658818634,0.29625063568750487,125.22744420307994,67.89771073800651,68741529591.72055,6.074801619277708,39.56884070401962
Vinyl Ester,Hemp Fibers,7.75208083638721,92.24791916361279,177.82090659726373,20.456537045525995,8.618005721285584,132.6231666527734,1.2620166466910976,132.63123163391288,219.63899690854092,34.12846623278654,0.18053113966751866,55.82521016441348,38.19593088039337,10110985609070.348,5.453953349581605,26.432793462861433
Polyurethane,Wood Flour,20.56769525283393,79.43230474716607,143.94146529206324,5.04376803319163,1.4141796802054012,485.0730648859379,1.3645415620226715,34.57962306190247,68.89773099848921,29.942611364520673,0.30843914099585035,157.1892656269928,22.46405100607255,75820657389.61566,4.69351495794637,30.17322581532597
Epoxy,Flax Fibers,46.73069986698549,53.26930013301451,136.59247126120204,13.367317663384467,6.605402152151652,223.47972035216662,1.573845598935884,133.83959990391696,214.42730416079192,22.791120593574657,0.2439804121339508,159.5058974842728,22.862967661498928,76278531044448.92,5.61320465771742,20.552625667487185
Phenolic,Bovine Bone Particles,23.23369064698057,76.76630935301944,137.9728419171316,3.057296332334742,9.496542742754722,444.4733897760433,1.3858695251758446,82.34946145635398,132.85513084597517,11.31080324332533,0.31264947202852944,89.1340435012571,20.918272417423086,883624353172.0022,7.633899694437156,32.53639593703407
Phenolic,Hydroxyapatite,28.668352083596666,71.33164791640334,75.42004238806922,19.846491888192066,8.224330809865158,316.7104383497707,1.4293468166687733,75.13917258610168,124.22759896213847,8.854620398515532,0.36144959996242376,173.0640265656902,59.08908631146728,696359829828.9485,3.6367639793220996,24.588639456239683
Epoxy,Chitosan Particles,15.948781514688065,84.05121848531194,161.38503731633455,2.511982586188169,8.163237977630464,148.10883963896597,1.3275902521175045,106.87722757334295,177.285822716832,18.8148410138367,0.2008406680063093,67.72472414324844,61.804229921849036,93760437044647.4,5.959185657289362,45.71152047344685
Epoxy,Bamboo Fibers,20.630883845571326,79.36911615442867,104.64217029513398,19.08108513632393,3.4739550485048767,466.0710895457467,1.3650470707645705,104.691849988762,184.45667537064367,18.9366535004989,0.22245418466568498,178.76191277645177,45.7396416425011,92899177213279.61,6.629790872853236,41.40900059296388
Epoxy,Wood Flour,0.541882574014918,99.45811742598508,168.64583717031164,4.008306889294938,3.2612050121451075,475.5303638548944,1.2043350605921193,73.9043617763324,123.6938089525067,19.61535171617147,0.2164180352751093,192.5910720406334,54.40627328739717,105953346900866.19,5.9751046669338965,30.695593269241193
Polyurethane,Rice Husk,24.721015235129073,75.27898476487093,66.90705120199732,14.089635411122181,4.471151963596432,444.9750495515669,1.3977681218810325,42.419341313433705,61.279250354577634,27.089406739806776,0.3301429348551607,102.6372518828118,27.02402098565635,78503108079.01697,3.286454251290597,41.65287211011153
Polyester,Hemp Fibers,41.09300296451781,58.90699703548219,144.74906725877955,3.789673174121795,0.9398933694434,493.45339346557597,1.5287440237161425,57.98243877059518,102.79150178522599,13.420640763848244,0.17920369595987334,106.14061936341804,42.23852882401346,8626790427782.189,6.970397619916264,48.153700208435055
Vinyl Ester,Hydroxyapatite,23.433032099706313,76.56696790029369,66.75639308182048,4.613994157897582,1.2635098430933385,328.11304803687113,1.3874642567976505,76.9184752076901,132.94235308105058,14.0493832374861,0.24872066624807745,161.9067318898135,55.00212590582958,7783651109058.239,7.791949016609981,28.12047028332964
Polyurethane,Wood Flour,27.69271422006604,72.30728577993396,176.3163042742919,13.508152571743274,6.331046517539099,350.9168576024624,1.4215417137605284,66.94786967001164,84.26968872777047,33.10649083602641,0.3210674705813948,118.18115971516599,57.6534848050438,67855507513.195496,5.7137287155770515,46.540530367184616
Polyester,Rice Husk,48.71974038330833,51.28025961669167,178.34528933755234,17.359557708434394,5.407354026806792,161.6685319803006,1.5897579230664667,74.03794562723508,144.0809171689052,18.52479216074528,0.18396273194311263,172.0692529560423,61.083870353232754,6502437891158.084,3.394393166396902,46.88245145728449
Polyester,Rice Husk,1.3183487248626002,98.6816512751374,105.17560402536594,19.832173277200322,9.87403368021795,83.7042766407288,1.2105467897989008,77.5375809350593,158.45196057176162,15.760685376972264,0.14156707324350642,139.11960730282027,42.85345139786129,9912910897803.941,7.834529187980317,44.4741623097498
Polyurethane,Rice Husk,47.238286494121404,52.761713505878596,161.95768688128936,7.441658238350349,4.560386939569925,73.28811342423253,1.5779062919529712,46.75900662226784,64.49704459022759,32.417200065067746,0.3538966932094483,193.10765408880835,56.3704780670528,61923339590.10906,3.757535430269045,38.50952395420499
Polyester,Coconut Coir,38.61591958678196,61.38408041321804,122.41962013343921,20.74799300700788,5.563877703867407,284.85960605233925,1.5089273566942558,82.64342177945126,153.36710492080942,15.668968023048398,0.1664805474581693,181.49804039875175,44.208971972743825,9777330794627.535,3.237083756478524,16.007393670966863
Vinyl Ester,Bamboo Fibers,45.20793472468742,54.79206527531258,101.79065604279604,13.307768761515838,7.858164826137316,204.30596333742238,1.5616634777974994,122.3343834856663,224.86866586828242,28.876128930155335,0.19075197435990732,143.313005034181,71.74182252480472,7581662792011.674,7.722363430117031,20.147571832516327
Polyester,Coconut Coir,24.63090469964348,75.36909530035652,99.45019323450099,15.934818794967967,2.4774416259041114,47.17303077324532,1.3970472375971479,53.106468846224686,110.07612598230595,14.68718042566425,0.1492268508664404,69.33195828659738,27.682750337466345,11164309097056.477,3.3354648143176187,19.858951042729355
Polyester,Chitosan Particles,11.19245329531603,88.80754670468397,158.61487642133392,9.591817812092508,3.541430223378567,25.584293927730915,1.2895396263625283,60.37073140629673,106.85062637708612,13.437449000485774,0.146917022273814,132.3072963811113,52.06541022395138,8855492907073.242,4.457953163495924,46.2976042013574
Epoxy,Coconut Coir,4.087951597443595,95.91204840255641,164.82943489281325,22.25919281169989,0.7046718025631511,145.67004759212983,1.2327036127795488,84.52788277246084,114.24069418625554,15.675666028789035,0.22826682998528136,170.9301919689592,64.89558142301951,115021555204015.23,3.5148656064600754,22.32722631678486
Vinyl Ester,Flax Fibers,6.655846429373913,93.34415357062609,142.45986064839974,20.577694797939834,7.521200696885015,24.931354839461136,1.2532467714349913,128.97393992188276,195.87064542103715,30.48672222379349,0.2054345139816464,180.0822471612085,41.248800247587525,9815066425887.467,4.684401078772454,18.670420828636832
Polyester,Hemp Fibers,44.52636403699475,55.47363596300525,131.23109442648584,16.94025102117877,7.912795262212649,254.23667747523805,1.556210912295958,85.11512599870467,155.89964652009363,17.87302407718517,0.13501339297791654,63.03804321311355,52.22639250911287,8493662752460.4795,5.727626149114835,41.09038159645155
Vinyl Ester,Coconut Coir,30.288740967844358,69.71125903215564,88.46721500831933,4.239214397648882,1.6133054779248872,130.519286908409,1.442309927742755,96.58971439772174,96.06520346982253,18.414941932984945,0.19268929725907805,74.10220598893335,31.194021443078345,9014144283368.883,4.0680234278161596,21.06807583531642
Phenolic,Coconut Coir,48.753358147257124,51.246641852742876,118.88985351105413,17.903714125679066,8.22652858421819,362.04406270991126,1.590026865178057,81.93517301359084,127.91597704469623,14.838169620381663,0.2691613765831248,130.2555098067366,48.597169047584714,835514914244.03,7.1122040728644365,22.177714605231067
Vinyl Ester,Wood Flour,16.032109607975713,83.96789039202429,131.26597170694785,10.123070593217715,4.597252924969086,278.81552778969507,1.3282568768638057,103.13425972475758,161.56936316645354,19.587420937491828,0.21947924122027265,132.3382969833466,32.10382773981415,9625675219194.174,6.265143513339083,18.07538389349299
Epoxy,Rice Husk,41.530970389386454,58.469029610613546,175.8032292799815,4.734538916681984,7.335588004516078,469.78682384230854,1.5322477631150915,101.9951162398836,171.84552584840893,18.31715650171367,0.23815118385960998,77.18495992484903,23.98977604200665,68669406132609.35,6.576163571095325,35.10655896129691
Polyurethane,Bamboo Fibers,33.25986103481001,66.74013896519,122.76785097229433,9.894270650717054,8.784285354049771,202.29810263709135,1.46607888827848,61.06086728365536,113.21769356917669,34.7498361925134,0.2693948209296155,172.48991592073656,46.3480945142131,93497883290.01271,4.5731943618369915,31.193792498436224
Epoxy,Jute Fibers,26.592873984408698,73.4071260155913,67.99429348689803,7.038558600345519,5.474208175072748,221.44879013685687,1.4127429918752696,90.04701375449967,163.19916351351435,18.431273447818896,0.24398165900957916,99.92236788687265,63.832948208558086,98031741941248.39,6.315446840718361,20.83557659976841
Epoxy,Wood Flour,28.494484243565825,71.50551575643418,151.49504228888287,21.28884400875849,3.486609312287484,412.4160792892863,1.4279558739485265,107.40016157295567,159.68214710332947,20.475346500130048,0.24579125659742887,66.59476054328108,70.7871375040711,77844935901427.94,3.201187642825903,28.905055169612854
Polyester,Bamboo Fibers,34.697422223355,65.302577776645,125.12693320171154,7.539579295952961,3.5223903356888027,98.98288123269857,1.47757937778684,73.64429832907236,155.68843760015184,14.237379600397103,0.16116179353091822,186.26758420004424,55.00350768596723,10964542206982.082,4.704682792200019,31.170203127544642
Polyurethane,Flax Fibers,32.568360549412304,67.4316394505877,152.54960022236855,10.237578133849285,0.782323239735466,47.88732208950576,1.4605468843952985,51.62504083208249,74.37879524908972,28.92715866716904,0.3431043890844113,65.63704490777143,70.42637791882538,77326810444.22627,7.508774090406422,19.298377364600682
Epoxy,Coconut Coir,25.941902856303606,74.05809714369639,130.9530522893915,10.778059485142865,0.6421402243381102,174.24664840649146,1.4075352228504288,84.23087270049183,131.157091242444,13.826248254487052,0.17861486897606574,170.4280172897017,20.277921380276172,89120908971696.17,4.334245444301293,28.935904275683015
Vinyl Ester,Bamboo Fibers,12.411322137857594,87.5886778621424,129.31583449098565,5.641292983415424,0.43540368644129035,162.62185385505114,1.2992905771028607,99.18618794011292,141.01850416709274,17.854687782439797,0.2264650304871207,167.07435613191313,36.65523035776509,8162914545807.878,3.710534677446034,22.44382745194292
Phenolic,Flax Fibers,25.10975051656213,74.89024948343787,131.44620207840524,3.4756825025454043,7.52460865695186,112.85374061683703,1.400878004132497,89.8200124158528,115.11331514206898,12.98575902211861,0.19734035527783297,184.70814341610705,32.308378428920435,672816342979.4099,3.5487824636501664,16.27923837468332
Vinyl Ester,Wood Flour,9.096406524763555,90.90359347523645,163.41427452162208,22.81454016693992,3.7957622311695545,142.66488984034135,1.2727712521981085,101.47859314801755,204.03458695354058,28.59366325979506,0.2017676790475546,146.59993148585238,44.52405026588578,8467479472037.074,2.6396249561318967,20.46534090781666
Polyurethane,Flax Fibers,5.2054290992286925,94.7945709007713,155.98993024478273,5.9279825651953395,6.562186467733559,126.709562712896,1.2416434327938295,47.385664043583255,93.10952888418574,30.539676062047928,0.32345151321948123,64.91620891390177,34.590331459967246,102622514327.32556,6.472468125206126,44.94937638372
Polyester,Jute Fibers,36.79523065980012,63.20476934019988,161.77537145602602,4.701091572579587,8.776796351165409,325.0335261709841,1.4943618452784009,88.67024289556791,147.9566092240151,21.50117882181275,0.18012502615229872,155.59192027077643,74.63744021241823,7956768566764.55,5.93618699073788,26.755305000244228
Epoxy,Hydroxyapatite,43.05340099873608,56.94659900126392,86.34126300971505,23.44003983437514,7.819611870401505,65.97658370099444,1.5444272079898886,150.80894785273009,146.55379682359882,20.50036066151988,0.36395654876179984,134.86649299498407,79.12203873450409,51071533318483.016,5.0908599898159785,21.373749858755414
Vinyl Ester,Wood Flour,6.61381055626652,93.38618944373349,168.06867614836628,17.206880867412394,6.8635201788102655,413.06609919672024,1.2529104844501322,119.58813579119757,201.17438562736137,20.543365182204138,0.17551367637164175,129.44925179826214,68.90326570414743,9973122785308.094,5.239499144310532,17.35113899704985
Polyurethane,Hemp Fibers,13.32491966854411,86.67508033145589,147.8621494150875,7.516074532355151,6.36767082723873,252.19418656775298,1.3065993573483528,41.026867704574,75.88264176853377,34.70589590044461,0.297232271318241,135.9941567269101,70.28641779069775,101032430607.20044,4.724098258519634,41.981898197249464
Vinyl Ester,Jute Fibers,30.52023335039788,69.47976664960211,173.91681564693187,10.726286207145193,9.545460671742367,76.15062593639139,1.444161866803183,155.7391270880845,249.1241714848528,32.65673995217954,0.18181755306462427,122.5632412898619,36.19467334353169,10797060303683.836,5.4691352839950635,20.670485726205463
Epoxy,Hemp Fibers,17.57700805671094,82.42299194328906,109.53522607281027,17.50836209315697,6.023031976854731,235.24394125295424,1.3406160644536875,114.03592062288291,162.04838902856318,21.281996890230786,0.24311687921291067,61.390011555443316,24.665920644737426,97519871667090.14,2.5128666484417805,48.869478587248025
Epoxy,Jute Fibers,36.20516646365693,63.79483353634307,136.46778957473842,23.572689603959738,9.043301745096647,326.86581036741006,1.4896413317092554,165.7576672685655,207.5519643661087,35.08943198730352,0.19876181544955396,153.9762817185387,23.0957483995226,82426795995342.5,6.184546055025216,16.545790319853506
Epoxy,Bamboo Fibers,46.21980976882652,53.78019023117348,176.52698941984414,22.773862760495547,4.794720744908891,432.40089898476356,1.5697584781506122,125.25344475609074,244.63717280126903,22.309307667932075,0.24640908189012864,176.68240978026057,39.146028394595334,88387058113557.67,7.059035107828725,16.29526721504224
Epoxy,Wood Flour,39.53615824194818,60.46384175805182,98.25030035184838,15.7696102816142,8.871179707538253,311.77296220932925,1.5162892659355853,109.97110896257846,180.67026748287248,22.9007373835139,0.2271452294379507,84.94392121304506,21.464046893392283,91539386110228.62,7.285543806455115,15.74442937976355
Polyurethane,Hemp Fibers,29.037860361366384,70.96213963863362,92.60243652828049,10.762322447463983,1.0078234176031584,174.8215272759268,1.432302882890931,43.07421173714606,62.13003112127496,27.418087395687632,0.3585364396386855,128.37787874517846,63.93630843107871,89413840227.0715,2.5184049912363857,31.35587682881784
Epoxy,Bovine Bone Particles,19.581507027017803,80.4184929729822,74.93250687562276,23.04114534630735,8.000094289219495,136.9014992848887,1.3566520562161424,103.99923889137476,177.7871148810181,20.476657889582512,0.2663838485259826,138.2831343459868,78.9398309048049,79645144356229.08,7.363094379723266,36.02794562547693
Polyurethane,Bamboo Fibers,25.63442555082543,74.36557444917457,87.68037740613104,5.883616704121182,2.282813469794736,101.35474845068471,1.4050754044066034,46.93056055068903,63.59892395544135,23.474684319485398,0.33024819004110867,166.937671035013,41.0075155500038,89634002857.34662,2.81813472109868,48.918592054928396
Polyurethane,Hemp Fibers,29.646996742085157,70.35300325791485,129.61034494053735,4.012710422750607,8.786862540040765,140.14402086846596,1.4371759739366812,59.59767661261941,96.20832304622522,39.906553205808684,0.28262091192599215,69.42723819242062,73.32488479213863,86068600262.46344,7.756083240263644,45.17446660429077
Phenolic,Coconut Coir,12.98768918801631,87.0123108119837,146.81041364263018,12.909266171732957,0.9023575374857146,117.88976895540756,1.3039015135041305,64.4213887202407,90.83196799172383,8.477601417964262,0.2796899751470724,152.4888145489394,24.56785156941801,1026569222980.4164,7.181638027268228,32.3301284454891
Polyurethane,Bovine Bone Particles,43.9314993177579,56.0685006822421,155.6911225928314,16.48594036248536,8.520759118032995,434.97415847030317,1.551451994542063,77.96867272161137,123.6208691603124,38.83697484412436,0.4245784311943406,156.25444650725524,70.22079970182033,61348705778.9605,6.33609303918106,38.804927011610516
Vinyl Ester,Rice Husk,37.17541281458039,62.82458718541961,79.29118752579699,19.99527453061937,8.338128361781646,258.6591895428097,1.497403302516643,100.81374848025233,196.4522584082611,24.942554612045562,0.24335598185691815,50.95788075752504,37.22228799049476,7170035348604.417,5.893098051066582,49.34151623095982
Polyester,Hemp Fibers,48.149600192949734,51.850399807050266,101.02465992464232,15.917681648946859,9.327078244549172,60.22976671543284,1.5851968015435978,96.84226489880385,152.10456439375866,19.682991027676742,0.12876582455251348,190.58427308546766,61.273143338048804,8325209528638.695,2.8731038250784455,25.533724843138568
Polyester,Flax Fibers,2.2871016906256427,97.71289830937435,164.58441673828514,23.416757321902733,9.691890767328346,377.3293975540331,1.2182968135250052,90.82040404640242,131.3428079010015,23.437711172134225,0.16734139100926232,69.5129360195948,65.49579175574135,8185122417994.002,2.6352280405234083,15.774324303514904
Polyurethane,Wood Flour,21.30906511179865,78.69093488820135,114.16644291956106,5.599724066216722,7.968614532624301,349.9042906329294,1.370472520894389,45.53561387393956,77.93285962117751,28.174650957354867,0.3281596168328924,83.11544191831406,24.942862736950563,95003425545.14778,6.242746161410922,37.90789249983973
Vinyl Ester,Wood Flour,19.879719898139715,80.12028010186029,92.90582428184041,23.64750825511622,4.152406662518926,448.10860980277585,1.3590377591851177,115.33576550242566,162.12228324888983,23.467983124164302,0.19731934831958464,84.49319088366292,32.786282241505,9248878606039.262,2.6712374558648126,37.80833888815597
Polyurethane,Flax Fibers,38.5460922322026,61.4539077677974,161.3739873740265,18.742527800745975,6.2995811841510125,74.30999006436991,1.5083687378576207,69.85948549169764,103.65187669853741,43.548541820402505,0.34724167523683913,54.878926923687786,75.2508708689412,71050036989.79463,5.89157672986406,42.87880518416617
Phenolic,Hemp Fibers,10.026236335016836,89.97376366498317,118.99134560897242,3.4125966156529497,5.861516878952548,141.80676817319787,1.2802098906801347,55.49177749360413,97.44464054866756,12.0471601758333,0.239985612846291,169.63386509557824,38.621717535414426,1047089936232.3733,5.003710819949907,15.406718896783522
Epoxy,Coconut Coir,45.390932649232006,54.609067350767994,146.91423697516944,18.48155606022823,1.5446285329479401,60.36827820140619,1.5631274611938561,84.71712727550735,175.07396834169666,17.51507437264564,0.2304698372938432,135.63567527662462,21.1020582164324,87173862729267.66,5.152960098533754,22.362235297160403
Epoxy,Wood Flour,17.89006754641357,82.10993245358642,98.65136426632024,23.504260498925287,2.0885049896367125,349.66503100311365,1.3431205403713085,98.91850280542226,162.10913499905516,14.541379676919751,0.23665318414196113,173.21610920147998,22.4710097167563,102575215528475.95,6.187120020949267,48.304249102436444
Vinyl Ester,Jute Fibers,33.04100591496253,66.95899408503746,126.36017431103501,15.144468977902463,7.8599422788467335,245.64287741000257,1.4643280473197002,151.57278564811395,258.97634533942335,31.930091506386525,0.23734617117468193,56.113115913870914,29.839968859369833,8310363826586.071,4.912339690692461,40.368929595592036
Vinyl Ester,Jute Fibers,23.509129634833254,76.49087036516674,149.31348787139467,21.180321137408665,4.39318780616825,31.394212276606982,1.388073037078666,124.17119025154834,266.5973795983773,26.530751822081186,0.17414726032860878,74.2508816220204,21.251668357492285,8686094186105.7295,6.092946605805316,26.631011887428812
Epoxy,Jute Fibers,23.131147836965816,76.86885216303418,164.19270064900564,17.997719534858774,7.452794559879812,218.49173387955693,1.3850491826957265,110.6051870866815,216.75016434388678,28.05982431461681,0.2444890601790586,101.89024888204443,42.262325779076164,86583279025503.4,7.932072600548318,16.403821699436886
Phenolic,Hydroxyapatite,29.886178262793216,70.11382173720679,155.15473135267578,16.410205454306386,9.922119831772656,149.08871901823605,1.4390894261023457,93.29434457159601,148.22276346785011,14.244930571059484,0.30629874155296954,103.87265444993471,43.03082911206778,616862148603.4406,5.061970438611366,44.25993223234233
Polyester,Jute Fibers,20.65155873238485,79.34844126761516,68.29593434239433,11.617638553970185,1.0641945862801665,208.46019154935755,1.3652124698590788,61.04060217773407,80.27963520497802,13.151485033132875,0.17254927638326994,138.9377599747673,54.764893960610046,8903065919357.787,6.1444170345457625,18.33415277841192
Polyurethane,Bovine Bone Particles,38.67365628433003,61.32634371566997,75.70483928620197,23.336062991727985,4.592516459698029,125.66472703976734,1.5093892502746402,48.81469677549268,93.27579321643061,30.45839578661957,0.35811100236931315,61.0245120995019,30.185474305252445,59727950302.73587,5.358756717058097,26.79511117509502
Phenolic,Hemp Fibers,30.276907882244142,69.72309211775585,102.8078463648002,13.737262356593304,7.839724265465791,355.63894111497973,1.4422152630579532,76.65300403441285,126.37151579041974,11.100966539012424,0.2614115741334242,116.95529697688784,71.85297066045013,808078784886.5664,5.569771372766246,33.89670438257744
Vinyl Ester,Coconut Coir,9.000521873636174,90.99947812636383,70.62667010678896,4.272797056728344,5.8882399343816285,347.22185427463177,1.2720041749890894,75.00960466479076,150.08502068169884,15.449663256605973,0.1869414451351377,109.60684826966015,48.793824895524395,8693192507766.091,6.272822547906412,15.608292656491788
Polyurethane,Wood Flour,35.23403813683233,64.76596186316766,84.2224142547538,16.81551353314818,9.702129256461978,56.01135073681501,1.4818723050946585,54.820335088496556,97.89332533032285,36.70317870614739,0.3581586041756052,150.89031773376894,46.62501315827427,85389638462.2785,7.27478239907628,21.200242630658508
Polyester,Hydroxyapatite,30.892362010060694,69.1076379899393,164.2685981374462,14.553414426054253,0.4008318909986849,466.1648607984191,1.4471388960804856,75.55416582966508,100.73166396401976,12.620962029761264,0.2029508701841412,153.42901265473415,60.59080314663479,7019910420157.178,3.6862133381874447,38.060991458143
Polyurethane,Hemp Fibers,4.524084764352537,95.47591523564746,94.64227146367656,4.400411898846494,6.540065313137986,384.94352363233446,1.2361926781148203,43.39255147919917,77.02378492121005,28.325538524941607,0.25708545139648264,188.85122463210678,46.29034078471926,88949735518.67386,7.4575660727364435,45.72619056644646
Epoxy,Rice Husk,16.229291495013516,83.77070850498649,103.97538418456774,10.715799215403619,6.985125346229635,200.3934696224694,1.329834331960108,93.45078725795696,144.15978386376167,20.79048327033704,0.2419108599982139,117.3040433933796,34.252647852459646,68703624784887.81,4.552884853961371,22.9544369542103
Polyester,Flax Fibers,25.954089256810903,74.0459107431891,117.50182531556771,2.564125447741585,3.478353493498948,196.29585320506996,1.407632714054487,60.77175210462676,120.11510701436586,14.813690948382858,0.15759393463503715,109.82341713453508,54.81034215363994,8773781993011.789,5.434814006997831,36.27667824777056
Vinyl Ester,Bamboo Fibers,3.0133695144780424,96.98663048552196,172.13232321666172,9.735699119271956,1.1040662016472436,248.07716200129957,1.2241069561158242,74.82924413758123,155.39144589482203,23.546601162634303,0.1950841755017268,88.5164851580762,37.092374117715366,9340045118166.338,4.190094807094576,43.10590642414322
Epoxy,Jute Fibers,34.05589269824914,65.94410730175086,81.77260172347523,13.553594440675324,7.119557991052083,62.36969231642448,1.472447141585993,92.85034773508968,182.79109527618533,23.918973268712726,0.21629743242127256,135.09683294433552,35.393767022081825,82668539070751.62,7.796097813806689,31.924097635197366
Vinyl Ester,Jute Fibers,31.899260289664884,68.10073971033512,121.82102044004779,15.057848520709237,7.958064118767111,326.83689757720146,1.455194082317319,118.79931089176988,226.49566704921392,31.619944648618628,0.17400226313420292,76.21601642410657,41.64635114663599,9104009799276.242,7.482401076332682,41.94806450880876
